0.000000,1,75,0,0,0,0,1
0.003609,1,75,0,0,0,0,1
0.005944,1,67,0,0,0,0,1
0.005966,1,67,0,0,0,0,1
0.007946,1,67,0,0,0,0,1
0.012963,1,67,0,0,0,0,1
0.022947,0,67,0,0,0,0,1
0.032959,1,75,0,0,0,0,1
0.036954,1,75,0,0,0,0,1
0.072009,1,72,0,0,0,0,1
0.087012,0,67,0,0,0,0,1
0.090062,1,68,0,0,0,0,1
0.091980,1,68,0,0,0,0,1
0.094167,0,75,0,0,0,0,1
0.095978,0,66,0,0,0,0,1
0.097964,0,66,0,0,0,0,1
0.099951,0,66,0,0,0,0,1
0.102970,0,68,0,0,0,0,1
0.141080,0,71,0,0,0,0,1
0.145223,0,68,0,0,0,0,1
0.148022,0,68,0,0,0,0,1
0.150071,0,72,0,0,0,0,1
0.151322,0,72,0,0,0,0,1
0.154137,0,72,0,0,0,0,1
0.155075,0,72,0,0,0,0,1
0.157264,0,72,0,0,0,0,1
0.160079,0,72,0,0,0,0,1
0.162810,0,75,0,0,0,0,1
0.164020,1,66,0,0,0,0,1
0.167299,1,84,0,0,0,0,1
0.168924,0,75,0,0,0,0,1
0.170452,0,75,0,0,0,0,1
0.207429,1,72,0,0,0,0,1
0.211237,1,66,0,0,0,0,1
0.213279,1,72,0,0,0,0,1
0.215371,1,71,0,0,0,0,1
0.217223,0,71,0,0,0,0,1
0.218607,0,72,0,0,0,0,1
0.220332,0,71,0,0,0,0,1
0.222207,0,72,0,0,0,0,1
0.224219,0,71,0,0,0,0,1
0.225244,1,73,0,0,0,0,1
0.227525,0,66,0,0,0,0,1
0.229327,0,66,0,0,0,0,1
0.231730,0,66,0,0,0,0,1
0.233532,0,66,0,0,0,0,1
0.234411,1,67,0,0,0,0,1
0.236536,0,66,0,0,0,0,1
0.238713,1,66,0,0,0,0,1
0.272350,0,75,0,0,0,0,1
0.277233,0,68,0,0,0,0,1
0.279505,1,82,0,0,0,0,1
0.281346,1,82,0,0,0,0,1
0.283244,1,68,0,0,0,0,1
0.284230,0,71,0,0,0,0,1
0.286276,0,72,0,0,0,0,1
0.288284,0,71,0,0,0,0,1
0.290307,0,72,0,0,0,0,1
0.292188,0,72,0,0,0,0,1
0.294278,1,75,0,0,0,0,1
0.295397,1,72,0,0,0,0,1
0.297278,1,72,0,0,0,0,1
0.299184,1,71,0,0,0,0,1
0.301309,1,72,0,0,0,0,1
0.303186,1,67,0,0,0,0,1
0.338264,1,64,0,0,0,0,1
0.346204,0,66,0,0,0,0,1
0.351204,1,67,0,0,0,0,1
0.353201,0,64,0,0,0,0,1
0.355193,0,68,0,0,0,0,1
0.357186,1,66,0,0,0,0,1
0.359315,1,82,0,0,0,0,1
0.361230,0,72,0,0,0,0,1
0.363198,1,68,0,0,0,0,1
0.365341,0,72,0,0,0,0,1
0.367229,1,68,0,0,0,0,1
0.369196,1,84,0,0,0,0,1
0.371211,0,65,0,0,0,0,1
0.373192,0,64,0,0,0,0,1
0.446606,1,67,0,0,0,0,1
0.451257,1,64,0,0,0,0,1
0.490362,1,69,0,0,0,0,1
0.500411,1,82,0,0,0,0,1
0.523495,1,75,0,0,0,0,1
0.539869,1,72,0,0,0,0,1
0.540435,1,71,0,0,0,0,1
0.703245,1,75,0,0,0,0,1
0.706224,1,75,0,0,0,0,1
0.707385,1,64,0,0,0,0,1
0.709203,1,75,0,0,0,0,1
0.710183,1,67,0,0,0,0,1
0.711217,1,67,0,0,0,0,1
0.712251,1,67,0,0,0,0,1
0.714319,1,67,0,0,0,0,1
0.716387,1,67,0,0,0,0,1
0.718455,1,67,0,0,0,0,1
0.720264,1,67,0,0,0,0,1
0.722234,1,72,0,0,0,0,1
0.765269,1,71,0,0,0,0,1
0.786232,0,72,0,0,0,0,1
0.793244,0,67,0,0,0,0,1
0.831439,1,75,0,0,0,0,1
0.835272,1,71,0,0,0,0,1
0.837217,1,67,0,0,0,0,1
0.839258,1,71,0,0,0,0,1
0.841368,1,71,0,0,0,0,1
